CustomerId,ComplaintNumber,Complaint
1751-NCDLI,3,The monthly charges for my services seem excessively high compared to what I am receiving. I would like a breakdown of the charges and an explanation for the costs.
1222-KJNZD,1,"I have been a loyal customer for over three years, but I feel like I am not getting any benefits or incentives for my loyalty. It would be nice to have some sort of discount or reward for staying with your company."
1641-BYBTK,1,"The phone service has been unreliable, with frequent call drops and poor reception. This is frustrating, especially since there are no internet services available to rely on as an alternative."
3074-GQWYX,3,"When I reached out to customer support for help with these issues, I was met with unhelpful responses and no resolution, which is extremely frustrating."
0178-SZBHO,4,The monthly charges are too high for the quality of services I'm receiving. I would like to discuss a discount or alternative plan options.
3627-FHKBK,2,"When I reached out to customer support for assistance, I was told there was nothing they could do, which is unacceptable given the high monthly charges I'm paying."
6961-VCPMC,2,"When I reached out to customer support about the streaming issue, I was told there was no resolution available unless I upgraded my services, which feels unfair given how much I'm already paying."
6457-GIRWB,1,"The internet service has been extremely disappointing with frequent outages and inconsistent speeds, making it impossible to complete basic online tasks. This is unacceptable for the high monthly charges I'm paying."
4853-RULSV,2,"When I reached out to tech support for assistance, I was kept on hold for an unreasonably long time and the issue still hasn't been resolved. This lack of support is unacceptable given the amount I pay monthly."
4831-EOBFE,2,"When I contacted customer support about the streaming issues, I was told it would be resolved, but nothing has changed. I am frustrated with the lack of effective support and follow-up."
5493-SDRDQ,1,"Despite having device protection and online security, I experienced a cybersecurity issue recently, and when I reached out to your support team, I was told that tech support is not included in my plan. This is extremely frustrating and feels misleading."
9866-QEVEE,1,"The streaming movies service frequently buffers or stops working altogether, even though I’m paying a premium price for fiber optic internet. This has been a recurring issue, and it’s frustrating that no resolution has been provided despite multiple attempts to fix it."
2369-UAPKZ,1,"The streaming services I signed up for frequently buffer or fail to load, making it impossible to enjoy TV shows or movies. Despite paying a high monthly charge, the quality of service has been very disappointing."
1309-BXVOQ,1,"The internet service has been consistently unreliable with frequent outages, especially during streaming TV and movies. Despite having tech support included, the issues were not resolved after multiple calls, which is extremely frustrating."
5862-BRIXZ,1,"I've been having issues with the streaming services frequently buffering or not loading properly, despite having tech support and device protection included in my plan. This is very frustrating, especially considering my long tenure and monthly charges."
1833-TCXKK,1,"The streaming services I signed up for, like TV and movies, often experience buffering and interruptions despite my high-speed fiber optic connection. This has been frustrating, and I expect a resolution to improve the streaming quality."
7206-GZCDC,1,"The internet service has been extremely unreliable since I signed up, with frequent outages and slow speeds. For the price I am paying, I expected much better performance."
4307-KTUMW,1,"The internet speed has been consistently slow despite having a fiber optic connection, and it’s frustrating that I can’t stream movies smoothly. I’ve been a customer for years, but the service quality has been deteriorating recently, which is why I decided to leave."
5199-FPUSP,4,"I’m frustrated by the lack of flexibility in your billing system since I prefer paperless billing, but I’m currently stuck with paper bills. This is inconvenient and outdated."
3656-TKRVZ,2,"I am unhappy with the lack of proactive support. When I called for assistance with my internet issues, I was put on hold for an extended time and received no follow-up."
1702-CCFNJ,3,I noticed that the monthly charges seem to have increased recently without any notification or explanation—I need clarity on why this has happened.
3104-OWCGK,3,"I was charged an incorrect amount on my bill last month, and when I tried to resolve it, I was put on hold for an unreasonable amount of time. This is poor customer service."
7394-LWLYN,2,"I contacted customer support about my internet issues, but I was not provided with a satisfactory resolution. The representative was unhelpful and did not offer any concrete solutions."
3753-TSEMP,1,"The streaming services I signed up for frequently buffer or fail to load, making it impossible to enjoy movies or TV shows. This has been an ongoing issue despite my high monthly charges."
9189-JWSHV,2,"When I reached out to customer support about the streaming issues and poor internet performance, I was either put on hold for a long time or given unhelpful responses. This level of service is unacceptable."
7029-RPUAV,2,"When I contacted customer support about the streaming issues, I was told there was no immediate solution, which I find unacceptable. I feel like I'm paying for services I can't fully use, and this needs to be resolved or compensated."
4918-QLLIW,3,"I have been a customer for only three months, yet the service quality has been so poor that I feel forced to leave. This is unacceptable."
6563-VRERX,2,"Despite not having internet service, I feel like the overall support and options for my account are limited. I would like to see more flexibility and options for long-term customers like me."
3771-PZOBW,1,"The streaming TV service frequently buffers and disrupts my viewing experience, even though I am paying for a high-speed fiber optic connection. I expect better quality for the price I’m paying."
4541-RMRLG,1,"I am frustrated with the lack of flexibility in your month-to-month contract options. Despite not having internet service, I feel like the pricing for my phone service is higher than it should be for the limited features I use."
0256-LTHVJ,1,"The streaming movies service keeps buffering and the quality is poor, which makes it impossible to enjoy a movie night with my family. I've contacted support before, but the issue has not been resolved."
1904-WAJAA,3,"I wish tech support was included in my plan because when I have issues, I end up spending hours trying to troubleshoot on my own."
7488-MXJIV,2,"Your customer support has been unhelpful in addressing the streaming issues, and I feel like I'm not being taken seriously despite multiple attempts to resolve the problem."
1984-FCOWB,1,"The internet speeds have been incredibly inconsistent despite paying for fiber optic service. This has disrupted my ability to stream TV and movies smoothly, and your tech support has not provided a long-term solution."
4911-BANWH,5,"When I tried to contact customer support about these issues, I was not provided with any helpful solutions. The lack of assistance has pushed me to consider leaving."
9732-KPKBW,3,"I was charged the full monthly amount despite the poor service quality, and I am considering switching providers if this issue is not resolved immediately."
8313-KTIHG,1,"The streaming TV service frequently buffers and interrupts my viewing experience, despite my monthly charges being relatively high. This issue is frustrating and needs to be resolved immediately."
5797-APWZC,1,"The streaming services I signed up for are constantly buffering and not working properly, even though I’m paying a high monthly fee. This has been incredibly frustrating, especially since I just started my service."
8690-ZVLCL,1,"I am unhappy with the frequent buffering issues while streaming TV and movies, despite having all the additional services like tech support and device protection. This has been a persistent problem, and I expect better performance given the amount I am paying each month."
5312-IRCFR,1,"The internet speed on my fiber optic connection has been inconsistent lately, which is frustrating as I rely on it heavily for streaming movies and managing backups. I've been a loyal customer for over five years, and I expect better service quality."
1032-MAELW,1,"The streaming movies service has been buffering frequently and disrupting my viewing experience. Despite having all other services working fine, this particular issue has been ongoing for a while and needs immediate attention."
5712-PTIWW,1,"The internet service has been extremely unreliable with frequent outages, and the fiber optic connection speed has not been as advertised. Despite contacting tech support, the problem has not been resolved, which is very frustrating."
0378-NHQXU,1,"The streaming TV service keeps buffering and disrupting my viewing experience, even though I am paying for a premium fiber optic internet connection. This has been a recurring issue, and I am extremely frustrated with the lack of resolution."
9274-CNFMO,1,"The internet service has been extremely unreliable, with frequent outages and slow speeds, making it impossible for me to complete my work or stream content. Despite paying a premium for fiber optic, the quality of service is unacceptable."
4694-PHWFW,4,"It’s inconvenient that I can’t switch to paperless billing, as managing mailed checks every month is time-consuming."
0947-IDHRQ,1,"The streaming TV service frequently buffers and interrupts my viewing experience, despite paying a premium for fiber optic internet. This has been a recurring issue, and I am very frustrated with the lack of resolution."
4592-IWTJI,2,"I am frustrated that after just three months as a customer, there has been no proactive support or resolution to the issues I've raised, which is why I've decided to leave."
1661-CZBAU,2,"I am not seeing any improvements in service despite being a loyal customer for 48 months. Given the high monthly charges, I expected better quality and consistency."
2359-KMGLI,5,"I feel misled by the lack of transparency regarding the additional costs for tech support and device protection, which were not clearly communicated when I signed up."
6233-HXJMX,1,"The streaming movies service frequently buffers and disrupts my viewing experience. Despite paying a high monthly fee, the quality is not meeting expectations. Please address this issue promptly."
4676-WLUHT,1,"I'm frustrated that the streaming movies service I signed up for frequently buffers, making it difficult to enjoy my content. This has been happening despite having a stable payment history and long-term commitment. Please resolve this issue immediately."
0011-IGKFF,5,I am frustrated with the lack of tech support when dealing with these recurring issues. I expected better service for a loyal customer of over a year.
4822-RVYBB,4,"The process of canceling my service was overly complicated and frustrating, with unclear instructions and long wait times."
1794-HBQTJ,4,"I feel frustrated paying monthly charges for services that are not meeting expectations, and I am considering switching providers."
7055-HNEOJ,1,"The internet speed is much slower than what was promised when I signed up. It's causing interruptions when I try to complete important tasks, and I need this to be resolved quickly."
5673-FSSMF,1,"The internet streaming service has been constantly buffering, making it impossible to watch movies. Despite paying for this service, the experience has been frustrating and not worth the cost."
8221-HVAYI,3,"I also noticed that the customer support team takes too long to respond to my queries, which is frustrating when trying to resolve technical issues."
8882-TLVRW,5,"The mailed check payment process is cumbersome and outdated. I would like to see more modern, convenient payment options available."
7544-ZVIKX,2,"Despite having tech support included, it takes a long time to get assistance when I encounter issues. The response times need to improve significantly."
5616-PRTNT,2,"I canceled my service because I felt like I wasn't getting value for my money, yet I'm still being charged. I need this issue resolved immediately."
2266-FUBDZ,1,I am frustrated that there are no internet services available for my account despite being a long-term customer. It would be helpful if you could provide an explanation or offer internet options in my area.
2220-IAHLS,3,I am disappointed that there are no bundled options or discounts for adding internet services. It feels like I’m missing out compared to other providers.
6158-DWPZT,1,"The internet service has been consistently slow and unreliable, making it difficult for me to complete my work and daily tasks. Despite being on a one-year contract, the service quality has not improved, which is frustrating."
5847-MXBEO,1,"I am unhappy with the lack of bundled services available for customers without internet service. Despite being a loyal customer for nearly two years, I feel like my options are limited, and the value I am receiving for my monthly charges is not competitive."
4822-NGOCH,2,"When I reached out to customer service about the internet issues, I was put on hold for an extended period and never received a proper resolution. This poor support is unacceptable."
6461-SZMCV,2,"Despite being a loyal customer for over five years, I haven't received any loyalty discounts or perks. It feels unfair compared to the offers provided to new customers."
6322-PJJDJ,1,"I have been experiencing frequent buffering and interruptions while streaming TV and movies, despite paying a premium for fiber optic internet. This has been very frustrating and needs to be resolved immediately."
4010-YLMVT,1,"The streaming services I pay for, both TV and movies, often experience buffering issues and interruptions despite having a fiber optic connection. This has been extremely frustrating, especially given the high monthly charges I am paying."
3317-HRTNN,3,The monthly charges for my DSL internet seem high considering the poor quality of service I’m receiving. I’m not satisfied and would like a resolution or a refund.
7594-RQHXR,1,"The streaming movies service constantly buffers and the quality is poor, which makes it impossible to enjoy watching anything. I expected better performance given the high monthly charges."
8580-AECUZ,2,"I tried reaching out to customer support about the streaming issues, but I was put on hold for an extended period and did not receive any resolution."
3249-VHRIP,1,"I am frustrated with the constant buffering issues when trying to stream movies. Despite having a long-term contract and paying regularly, the streaming service quality is unacceptable."
2495-INZWQ,2,"When I reached out for support regarding the streaming issues, I was told there was no assistance available since I don't have Tech Support. I feel this is unfair, as I expect basic functionality without additional charges."
2325-ZUSFD,2,"Despite paying for OnlineSecurity, I've been noticing phishing attempts on my network. I need immediate assistance to ensure my connection is secure."
7851-FLGGQ,1,The streaming movies service I signed up for keeps buffering and is practically unusable. I expected better quality for the amount I'm paying. Please resolve this issue immediately.
6874-SGLHU,1,"The streaming services, both TV and movies, frequently buffer and often fail to load properly despite the high monthly charges. This has been a recurring issue, and I would like it resolved immediately."
4124-MMETB,1,"The streaming services I signed up for, both TV and movies, frequently buffer and are not delivering the quality I expected. Despite paying a high monthly charge, the issue remains unresolved even after multiple attempts to contact customer support."
