customerID,complaint,complaint_number
8361-LTMKD,"When I reached out to customer support about my internet and phone issues, I was put on hold for an extended period and never received a proper resolution.",3
8361-LTMKD,"The monthly charges are too high for the limited services I am receiving, and I am frustrated that no effort has been made to address my concerns or offer a discount.",4
1122-JWTJW,The internet speed has been extremely slow despite having a fiber optic connection. It's making it difficult to complete any online tasks efficiently.,1
1122-JWTJW,"I was expecting better service for the price I’m paying, but there’s no tech support available to help resolve my issues.",2
1122-JWTJW,"None of the additional services like online security or backup were offered, which feels like a lack of value for the cost.",3
1122-JWTJW,"The billing process is inconvenient and unclear. Even though I opted for paperless billing, I received no notification or clear breakdown of my charges.",4
1122-JWTJW,"I’m frustrated with the lack of options or assistance to retain me as a customer, which is why I have no choice but to leave.",5
5275-SQEIZ,"The streaming movies service I signed up for has been buffering excessively, making it impossible to enjoy any content. This has been happening since I joined.",1
5275-SQEIZ,"I reached out for support regarding the streaming issue, but I was informed that tech support isn't included in my plan. Why isn't there an option for basic assistance?",2
5275-SQEIZ,The monthly charges feel excessive given the lack of functioning services and support. I believe I am overpaying for what I am receiving.,3
4456-RHSNB,"The internet speed has been consistently slower than expected for a DSL connection, making it difficult to complete basic tasks. I need this issue resolved soon.",1
4456-RHSNB,"I have noticed that my monthly charges seem higher than they should be, given that I don't use services like Online Security or Online Backup. Please review my bill.",2
4456-RHSNB,"When I reached out to customer support about the internet issues, I was not provided with a helpful resolution. I expect better assistance moving forward.",3
0818-OCPZO,"The internet speed has been extremely inconsistent, making it difficult to perform basic tasks online. It’s frustrating to pay for fiber optic service and not receive reliable performance.",1
0818-OCPZO,"I tried reaching out to tech support for help with my internet issues, but I was unable to get any assistance since I don’t have tech support included in my plan. This lack of support is unacceptable for a loyal customer.",2
2080-GKCWQ,"The internet connection is inconsistent, with frequent drops in service, making it difficult to complete important work tasks.",1
2080-GKCWQ,"I signed up for online backup, but I recently discovered that some of my files are not being backed up as expected.",2
2080-GKCWQ,The monthly charges for Fiber optic internet are quite high compared to the service quality I am receiving.,3
2080-GKCWQ,"When I called customer support about my internet issues, I was kept on hold for over 30 minutes and didn't receive a clear resolution.",4
2080-GKCWQ,"I opted for a non-paperless billing method, but I still haven’t received my last month’s bill in the mail.",5
9436-ZBZCT,"The internet service has been unreliable, with frequent outages and slow speeds, which is unacceptable given the high cost of Fiber optic.",1
9436-ZBZCT,"I signed up for Streaming TV, but the service often buffers or fails to load content, making it almost unusable.",2
9436-ZBZCT,The tech support team has not been helpful in resolving my ongoing issues with internet stability and Streaming TV performance.,3
9436-ZBZCT,"The monthly charges are too high for the quality of services provided, and I feel like I'm not getting value for my money.",4
7636-OWBPG,"I am frustrated with the lack of online security features in my internet service. As a senior citizen, I am concerned about potential risks while browsing, and I expect better protection from my provider.",1
9625-QSTYE,"The internet service has been incredibly unreliable, with frequent outages, which has made it difficult to complete my work or use my devices effectively. Despite paying a high monthly fee, the quality of service has not improved.",1
8017-LXHFA,"The streaming services I signed up for frequently buffer or fail to load, even though I am paying for a high-speed fiber optic connection. It’s frustrating to deal with this issue, especially since I’m paying nearly $95 a month for unreliable service.",1
8740-CRYFY,"The streaming TV service is constantly buffering, making it impossible to watch anything without interruptions. This has been incredibly frustrating.",1
8740-CRYFY,"Despite paying for fiber optic internet, the speeds are much slower than expected, and it's impacting my ability to use the service effectively.",2
8740-CRYFY,"I tried reaching customer support about my internet and streaming issues, but I couldn't get any resolution after being on hold for a long time.",3
8740-CRYFY,I am being charged a high monthly fee for services that are not meeting the quality I was promised. I want a refund or compensation for this experience.,4
7481-ATQQS,"The internet connection has been extremely unreliable, with frequent outages and slow speeds, making it difficult to use my streaming service effectively.",1
7481-ATQQS,"I am frustrated that despite being a long-time customer, I am not offered any loyalty discounts or incentives to stay, especially with the high monthly charges.",2
7481-ATQQS,"The tech support service is non-existent. Each time I experience issues with my internet, there is no one available to assist me, and I end up troubleshooting on my own.",3
7481-ATQQS,"The lack of online security options is concerning, and I feel my personal information is at risk due to the lack of adequate protection.",4
7481-ATQQS,"I was charged for streaming movies, but the service quality is subpar, with constant buffering and interruptions. This is unacceptable given the high price I pay.",5
0952-KMEEH,"The streaming services I signed up for keep buffering and the video quality is poor. Despite having fiber optic internet, the performance is not meeting my expectations, and it's frustrating to pay such a high monthly charge for subpar service.",1
5318-YKDPV,"The streaming services keep buffering despite having a stable DSL connection. This has been frustrating, especially during family movie nights.",1
5318-YKDPV,The monthly charges seem to be increasing without any clear explanation. I need a detailed breakdown of my bill to understand these changes.,2
1582-RAFML,"The internet speed with my DSL service has been extremely disappointing, making it difficult to complete even basic tasks online. I reached out to tech support for assistance, but the problem still hasn't been resolved.",1
5899-MQZZL,"The internet service has been unreliable with frequent outages, which is unacceptable for the price I'm paying.",1
5899-MQZZL,"I’ve called customer support multiple times about the internet issues, but I’ve received no helpful solutions or follow-up.",2
5899-MQZZL,"Despite not using online security or backup services, I feel there is no value added for the high monthly charges.",3
5899-MQZZL,"The billing process is cumbersome, and I have experienced delays in processing my mailed checks.",4
5899-MQZZL,"I’m frustrated with the lack of flexibility or incentives to retain long-term customers, which is why I decided to leave.",5
7244-QWYHG,"The streaming TV service often buffers or freezes, even though I have a stable DSL internet connection. This has been happening frequently, and it's very frustrating.",1
7244-QWYHG,I noticed that the monthly charges for my plan have increased slightly over time without any explanation. I would like clarification on why this is happening.,2
7244-QWYHG,The tech support service is not as responsive as it should be. It takes too long to get assistance when I encounter issues with my internet or streaming services.,3
7244-QWYHG,I'm unable to access some channels on the streaming TV service that were previously available. I would like to know why these channels are no longer included in my plan.,4
5671-UUNXD,"The fiber optic internet connection is frequently disrupted, especially during peak hours. This has caused significant inconvenience when trying to stream TV and movies.",1
5671-UUNXD,I recently noticed that my monthly bill has been steadily increasing without any clear explanation. I need a detailed breakdown of the charges.,2
5671-UUNXD,"Despite having tech support included in my plan, it takes an unreasonably long time to get assistance when issues arise. The response times need to improve.",3
5671-UUNXD,There is no option to bundle services or reduce costs despite being a loyal customer for over four years. I feel like long-term customers should be rewarded with better offers.,4
8008-OTEZX,"The phone service frequently drops calls, especially during important conversations. This has been a constant issue despite being a loyal customer for nearly three years.",1
8008-OTEZX,"The mailed check payment method is inconvenient, and I would like more modern payment options, such as online or electronic billing, to simplify the process.",2
4652-NNHNY,"The internet service is too expensive for the quality provided. Despite paying a high monthly fee, I don't have access to basic features like online security or device protection.",1
4652-NNHNY,"Customer support was unhelpful when I tried to address the high costs and lack of included services, which ultimately led me to cancel my subscription.",2
4789-KWMXN,"The fiber optic internet service has been consistently unreliable with frequent outages, making it difficult to stream TV and movies or work efficiently online. Despite having tech support included, my issues have not been resolved in a timely manner, which is very frustrating.",1
7517-LDMPS,"The streaming movies service often buffers and interrupts my viewing experience, which is very frustrating considering the high monthly charges I pay. I expect a smoother service for the cost.",1
9889-TMAHG,The internet speed has been consistently slow despite having a Fiber optic connection. This is unacceptable given the high monthly charges.,1
9889-TMAHG,"I've been experiencing frequent buffering issues while streaming movies and TV shows, which makes the service unusable at times.",2
9889-TMAHG,The tech support service has not been helpful in resolving my internet issues despite multiple calls and escalations.,3
9889-TMAHG,I was charged for this month even after I decided to cancel my subscription. I expect an immediate refund.,4
7841-TZDMQ,"The internet speed has been consistently slow since I signed up, making it difficult to browse or stream anything effectively.",1
7841-TZDMQ,"I reached out to customer support about the slow internet, but they were unhelpful and failed to resolve the issue.",2
7841-TZDMQ,I was charged for a full month even though I canceled my service partway through the billing cycle.,3
7841-TZDMQ,"The cancellation process was unnecessarily complicated, and I did not receive clear guidance on how to return equipment or finalize my account.",4
0771-CHWSK,"I have been a loyal customer for over five years, and yet there has been no loyalty discount or reward offered to me despite consistently paying my bills on time.",1
0771-CHWSK,"The streaming movies service has frequent buffering issues, which ruins my viewing experience. Even though I pay for this service, it doesn't perform as it should.",2
0771-CHWSK,"Despite having device protection, I had to replace a faulty modem at my own expense, and the customer support was unhelpful in resolving this matter.",3
0771-CHWSK,"Your tech support service is unavailable to me, and I had to troubleshoot my internet issues on my own, which is frustrating given how much I pay monthly.",4
0771-CHWSK,"The monthly charges keep increasing without clear communication or justification, and I feel like I’m being overcharged compared to other providers.",5
0023-HGHWL,The DSL internet service is incredibly slow and makes it difficult to complete even basic tasks like checking emails. This is unacceptable for the price I'm paying.,1
0023-HGHWL,"I attempted to contact customer support about the slow internet, but I was unable to get through to anyone who could help me resolve the issue.",2
0023-HGHWL,"There is no tech support included with my plan, which leaves me stranded whenever I face technical issues. This is very frustrating.",3
0023-HGHWL,I am being charged $25.10 for what feels like a completely subpar service. I do not believe the value justifies the cost.,4
0023-HGHWL,"The month-to-month contract feels like a trap because the service quality does not improve, and I feel forced to leave due to poor service and no resolution.",5
7124-UGSUR,"The internet service has been extremely unreliable despite being fiber optic. I frequently experience buffering while streaming TV and movies, which is frustrating given the high monthly charges.",1
7124-UGSUR,"When I tried to reach out for technical support regarding my internet issues, I was informed that I don't have access to tech support. This lack of assistance is unacceptable, especially for a long-term customer.",2
5240-IJOQT,"The internet speeds with the fiber optic service have been extremely slow and inconsistent, which is not what I expected given the premium pricing.",1
5240-IJOQT,"I contacted customer support to address the slow internet issue, but I was put on hold for a long time and didn’t receive any resolution.",2
5240-IJOQT,"Being a senior citizen, I find the lack of tech support or assistance frustrating, especially when I’m paying such a high monthly charge.",3
5875-YPQFJ,"The internet speed is way slower than what was advertised for fiber optic service. I expected a high-speed connection, but it's not delivering as promised.",1
5875-YPQFJ,"I have been experiencing frequent outages with my internet connection, which is unacceptable for a fiber optic service.",2
5875-YPQFJ,"When I called customer support to address the issue, I was kept on hold for over 30 minutes without any resolution.",3
5875-YPQFJ,"The lack of basic services like online security and backup is disappointing, especially for the price I am paying.",4
5875-YPQFJ,"The billing process is unclear, and I am unsure why the charges are so high for the limited services provided.",5
8597-CWYHH,"The streaming services, both TV and movies, frequently buffer or fail to load altogether. This has been a consistent issue and is very frustrating.",1
8597-CWYHH,"The internet speed is not meeting the expectations for a fiber optic connection, especially when multiple devices are connected.",2
8597-CWYHH,"I tried reaching out to customer support for help, but since I don't have tech support included, no one was able to assist me properly.",3
8597-CWYHH,"Despite being a loyal customer for over three years, there have been no offers or discounts to reward my long-term commitment.",4
4701-MLJPN,"I've been a loyal customer for over two years, but the DSL internet speed has been consistently slow and inadequate for my needs. Despite having tech support, the issue has not been resolved, which is why I decided to terminate my service.",1
3285-UCQVC,"I have been paying for DSL internet, but the connection quality has been consistently poor. Despite having tech support included, the issues with slow speeds and frequent outages were never resolved.",1
3285-UCQVC,"I am frustrated with the lack of value for the services provided. I only have internet service with tech support, yet the monthly charges seem unreasonably high for what I receive.",2
4404-HIBDJ,"Despite being a loyal customer for over two years, my internet speeds have consistently been slower than advertised, especially when streaming TV. This has made it very frustrating to use the service I’m paying for.",1
4248-HCETZ,"The internet service has been extremely unreliable with frequent outages and slow speeds, making it impossible to use for basic tasks.",1
4248-HCETZ,"I have repeatedly tried to get in touch with customer support about the internet issues, but I was either kept on hold for hours or redirected without any resolution.",2
4248-HCETZ,The lack of tech support has been frustrating as I have no one to assist with troubleshooting the persistent connectivity problems.,3
4248-HCETZ,"Despite not having streaming services like TV or movies, my monthly charges seem excessively high compared to the quality of the service provided.",4
4248-HCETZ,"I am deeply dissatisfied with the overall service and the lack of resolution to my complaints, which is why I decided to cancel my service altogether.",5
0637-UBJRP,"The streaming movies service frequently buffers or stops working altogether, making it impossible to watch anything smoothly. This has been an ongoing issue despite having fiber optic internet.",1
0637-UBJRP,"When I reached out to customer support about the streaming issue, I was told it was my problem and no real assistance was provided. This lack of support is unacceptable.",2
0637-UBJRP,"My monthly bill is very high compared to the service quality I’m receiving. I don’t feel I’m getting value for my money, and this is one of the reasons I decided to leave.",3
1323-OOEPC,"The internet service has been extremely inconsistent, causing interruptions to my streaming services. Despite being a long-term customer, the issue has not been resolved, and it's very frustrating to pay such high monthly charges for unreliable service.",1
1771-OADNZ,"The internet service has been extremely unreliable with frequent outages, and as a senior citizen, this disruption has been particularly inconvenient for managing important online tasks.",1
1771-OADNZ,"Despite paying for device protection and online backup, I received no assistance when I needed help recovering lost files after a recent system failure.",2
1771-OADNZ,"Your customer service has been disappointing, as I’ve had to follow up multiple times without resolution, which ultimately led to my decision to leave.",3
6804-GDMOI,The internet connection has been consistently unstable even though I’ve been paying for fiber optic service. It’s frustrating to deal with constant buffering while trying to stream TV or movies.,1
6804-GDMOI,"Despite having tech support included in my plan, I’ve had to wait on hold for hours whenever I call for assistance, and the issues are rarely resolved efficiently.",2
6804-GDMOI,"The monthly charges are extremely high, and I don’t feel I’m getting the value for the services I’m paying for, especially with the ongoing connectivity problems.",3
5804-JMYIO,"I have been a loyal customer for over three years, but I am frustrated with the lack of internet service options. I would like to know if and when internet services will be made available in my area.",1
0848-ZGQIJ,"The streaming services I signed up for frequently buffer or stop working altogether, especially during peak hours. This has been very frustrating as I'm paying for premium fiber optic service and expect better performance.",1
5119-KEPFY,"The internet service has been inconsistent lately, causing interruptions while streaming TV and movies. This is frustrating, especially given the high monthly charges.",1
5119-KEPFY,"I have been a loyal customer for three years, yet I feel undervalued as there are no loyalty benefits or discounts offered for long-term customers.",2
5119-KEPFY,"Customer support is unhelpful when I try to report issues. I was put on hold for over 30 minutes last time, and my problem still wasn’t resolved.",3
0516-OOHAR,"The streaming services I signed up for (TV and movies) frequently buffer and are often unavailable during peak hours. This has been a recurring issue, and it's frustrating given the high monthly charges I pay.",1
0516-OOHAR,"I have been trying to reach tech support for assistance with my internet connection issues, but there seems to be no support available under my plan. This is unacceptable considering the premium I'm paying.",2
8329-IBCTI,The phone service quality has been poor with frequent call drops and static during calls. This is unacceptable for a basic service.,1
8329-IBCTI,"I signed up for a month-to-month contract, but the customer service took too long to address my initial concerns, leaving me frustrated.",2
8329-IBCTI,"The process of mailing checks for payment is inconvenient, and there seems to be no alternative option provided for someone without internet service.",3
0520-FDVVT,"The streaming services I signed up for frequently buffer or fail to load, despite paying for fiber optic internet. This has been a recurring issue, and it's frustrating that no resolution has been provided.",1
0520-FDVVT,"I contacted customer support about the poor streaming and internet performance, but I was unable to get any helpful assistance. This lack of support has left me very dissatisfied.",2
0975-VOOVL,The internet speed has been very slow despite being on a DSL connection. It often takes a long time to load even basic websites.,1
0975-VOOVL,I am unable to get any technical support when I face issues with my internet service. There seems to be no help available for troubleshooting.,2
0975-VOOVL,I find it inconvenient that I cannot manage my bills online because I do not use paperless billing. It feels outdated and cumbersome.,3
0975-VOOVL,"The lack of online security is concerning, as I worry about the safety of my personal information while using the internet.",4
8080-DDEMJ,The internet service has been extremely slow and unreliable since I signed up. I expected better performance for the amount I am paying each month.,1
8080-DDEMJ,"When I reached out for assistance with my internet issues, I was told to upgrade to additional services for support. This feels unfair as I am already dissatisfied with the basic service.",2
4183-WCSEP,"The internet connection has been consistently slow, especially during peak hours, despite having fiber optic service. This has caused significant frustration as I rely on a stable connection for work.",1
4183-WCSEP,"When I reached out to tech support for assistance with the slow internet, the response was unhelpful and did not resolve the issue, leading me to feel unsupported as a customer.",2
1041-RXHRA,"The internet speed with your fiber optic service has been consistently slow, and it's affecting my ability to complete tasks online. This has been an ongoing issue, and I am very frustrated with the lack of improvement.",1
1041-RXHRA,"I have repeatedly tried to reach your customer support for assistance with my connection problems, but the response times are unacceptably long, and I never get a clear resolution.",2
1041-RXHRA,I don't understand why I'm being charged such a high monthly fee when I don't utilize additional services like streaming or tech support. It feels like I'm paying for features I don't use.,3
1041-RXHRA,"Despite being a loyal customer for over three years, I feel that my concerns are being ignored. The lack of attention to my issues is the main reason I decided to leave.",4
1306-RPWXZ,"I've noticed that despite being a long-term customer, there are no internet service options available for me. This limits my ability to use additional features like online backup or streaming services, which is frustrating.",1
1306-RPWXZ,I feel that my current plan is outdated and not competitive. I would like to explore better service bundles or discounts for loyal customers like myself.,2
8593-WHYHV,"The streaming movies service I signed up for keeps buffering and crashing frequently, making it impossible to watch anything. This has been happening for weeks, and I haven't received any proper assistance despite reaching out multiple times.",1
2817-NTQDO,"The streaming TV service often buffers or disconnects, especially during peak hours. This has made it difficult to enjoy shows, and I haven't received any effective assistance from tech support to resolve the issue.",1
7074-IEVOJ,"The internet service has been extremely unreliable, with frequent disruptions and slow speeds, making it very difficult to browse or complete tasks online.",1
7074-IEVOJ,"I contacted customer support about the internet issues, but I received no resolution and the representative was unhelpful and dismissive.",2
7074-IEVOJ,"I'm frustrated with the high monthly charges, especially given the poor quality of service—I feel like I'm paying for features and reliability that I am not receiving.",3
4079-WWQQQ,"The streaming services I pay for frequently buffer and fail to load properly, even though I have a stable DSL connection.",1
4079-WWQQQ,"I’ve noticed occasional discrepancies in my billing, and it’s been frustrating trying to resolve these with customer support.",2
4079-WWQQQ,"Despite opting for a two-year contract, I feel the service quality has not improved over time, and my concerns about consistent streaming issues have gone unresolved.",3
0655-RBDUG,"The internet service has been extremely inconsistent, with frequent dropouts and slow speeds, especially when trying to stream TV and movies.",1
0655-RBDUG,"I contacted customer support about the internet issues, but they were unhelpful and couldn't provide a clear resolution.",2
0655-RBDUG,"Despite these ongoing issues, my monthly charges remain high, and I feel I am not getting the value for what I am paying.",3
3842-IYKUE,"The internet service has been experiencing frequent outages, and despite having tech support included in my plan, the issue has not been resolved effectively. This has caused significant inconvenience, and I am disappointed with the lack of a permanent solution.",1
9647-ERGBE,"The streaming services I signed up for frequently lag or buffer despite having fiber optic internet. This has been a recurring issue, and it severely impacts my ability to enjoy the services I’m paying for.",1
5908-QMGOE,"The internet service is extremely expensive for what I’m getting. I don’t use any additional features like online security, backup, or streaming services, yet I’m paying a high monthly fee for just the basics. This pricing feels unfair and unreasonably high.",1
4558-FANTW,"The streaming TV service frequently buffers and freezes, making it impossible to enjoy watching anything. Despite having tech support included, the issue remains unresolved after multiple calls.",1
3891-PUQOD,"The streaming movies service I signed up for keeps buffering and is completely unusable. I can't enjoy any content, and it's very frustrating.",1
3891-PUQOD,"I contacted customer service about the streaming issue, but they were unable to resolve it and offered no clear timeline for a fix. This lack of support is unacceptable.",2
7813-ZGGAW,"The monthly charges are extremely high for the services I am receiving. I feel like I am overpaying, especially since I don't even use some of the features like Streaming Movies. I would like to discuss a more affordable plan.",1
1618-CFHME,"The internet service has been extremely unreliable, with frequent outages and slow speeds. This has made it difficult to complete important online tasks.",1
1618-CFHME,"When I reached out to customer support about the internet issues, I received no resolution or follow-up, which has been very frustrating.",2
7943-RQCHR,"The internet speed has been consistently slow, especially when trying to stream TV and movies, which is incredibly frustrating given the high monthly charges.",1
7943-RQCHR,"Customer support has been unhelpful in resolving my internet issues. Every time I reach out, I get vague responses and no real solutions.",2
7943-RQCHR,I feel like I’m being overcharged for services that don’t work properly. Paying $94.75 a month for unreliable internet and streaming is unacceptable.,3
7943-RQCHR,"There’s no protection in place for my devices, and I’ve had to deal with viruses because of the lack of security features.",4
7943-RQCHR,"The month-to-month contract feels like a trap, as I’m not getting the service I’m paying for but fear additional fees if I leave.",5
6791-YBNAK,The DSL internet service has been performing poorly with slow speeds and frequent interruptions. This is especially frustrating since I rely on it for work and family needs. Please address this issue immediately.,1
7617-EYGLW,"I recently signed up for phone service, but the call quality has been poor with frequent dropped calls. This is frustrating and needs to be resolved immediately.",1
7617-EYGLW,"I opted for paper billing, yet I haven't received my bill in the mail on time, which is causing unnecessary inconvenience in managing my payments.",2
1626-ERCMM,"The internet service has been inconsistent, with frequent outages and slow speeds, making it difficult to use streaming services like TV and movies that I’m paying for.",1
1626-ERCMM,"I’ve reached out to customer support multiple times about technical issues, but I haven't received any resolution or follow-up, which is very frustrating.",2
1626-ERCMM,The monthly charges are too high for the limited support and unreliable services provided. I would like a detailed explanation of the charges and why they keep increasing.,3
0979-MOZQI,The streaming TV service frequently buffers and has poor video quality despite my long tenure as a customer and timely payments. I expect better reliability for the price I'm paying.,1
3902-FOIGH,"The internet speed has been consistently poor despite having a fiber optic connection. Streaming TV and movies often buffer, making it impossible to enjoy the service.",1
3902-FOIGH,"I reached out to customer support about the slow internet issue, but they were unhelpful and didn't provide any resolution. This has been very frustrating.",2
3902-FOIGH,The monthly charges are too high for the quality of service I am receiving. I don't feel like I'm getting value for my money.,3
7893-IXHRQ,"I am extremely frustrated with the lack of clarity about service options. I was expecting more comprehensive service packages, but I feel misled by the limited options available to me.",1
7893-IXHRQ,"The phone service quality has been subpar. I often experience dropped calls and poor call quality, which is unacceptable.",2
7893-IXHRQ,I do not understand why my bill is still high when I didn’t sign up for internet-related services. This seems unfair and needs to be addressed.,3
7893-IXHRQ,"I canceled my service because of my dissatisfaction, yet the cancellation process was overly complicated and time-consuming. This added to my frustration.",4
7576-OYWBN,"The internet speed is extremely slow despite having fiber optic service. I can't even browse the web properly, let alone do anything more data-intensive.",1
7576-OYWBN,"I've contacted customer service multiple times about the internet issues, but no one has provided a proper resolution. The responses have been unhelpful.",2
7576-OYWBN,"I feel like I’m paying too much for services I barely use. With no online security, backup, or tech support included, the value for money just isn't there.",3
7576-OYWBN,"The phone service has been unreliable with frequent dropped calls, which is frustrating since I rely on it for important communications.",4
7576-OYWBN,The electronic check payment method seems outdated and inconvenient. I would prefer more modern and flexible payment options.,5
9847-HNVGP,"Despite being a loyal customer for over a year, I feel like I'm not getting any additional benefits or incentives to continue my service. It would be great to see some loyalty rewards or discounts for long-term customers.",1
3521-MNKLV,"The internet speeds on my DSL connection are incredibly slow, making it difficult to browse or stream anything efficiently.",1
3521-MNKLV,"I’ve had issues with my device protection plan not covering damages as promised, and I feel misled about its benefits.",2
3521-MNKLV,"Customer support has been unhelpful in resolving my internet speed issues, and I keep getting generic responses without any real solutions.",3
3521-MNKLV,"Despite being a loyal customer for 24 months, I haven’t received any offers or discounts to reward my continued patronage.",4
3521-MNKLV,"The process of mailing checks for payment is inconvenient, and I’d appreciate more flexible options for paying my bills.",5
9512-UIBFX,"The streaming services I signed up for, including TV and movies, constantly buffer and are almost unwatchable. This has been happening for months, and no one has resolved the issue despite my repeated complaints.",1
9512-UIBFX,"Your customer service has been unhelpful in addressing my concerns about the poor streaming quality and lack of tech support. Every time I call, I am put on hold for long periods and given no clear resolution.",2
6490-FGZAT,"I am frustrated with the lack of clarity in my monthly bill. I signed up for basic phone service, but the charges seem inconsistent and unclear. Please provide a detailed breakdown of my charges.",1
1455-UGQVH,"The streaming services I subscribed to, including TV and movies, frequently buffer or fail to load altogether. This has been a persistent issue, and it’s very frustrating given the high monthly cost I’m paying.",1
1455-UGQVH,"When I contacted customer support to address the streaming issue, I was told the problem was on my end despite having Fiber optic internet. I feel like my concerns weren’t taken seriously, and no proper resolution was offered.",2
0215-BQKGS,"The internet speeds on my fiber optic connection have been inconsistent lately, especially during peak hours. This is unacceptable given the premium price I'm paying.",1
0215-BQKGS,"I recently tried to contact customer support for assistance with my internet issues, but I was unable to get through after waiting on hold for over an hour.",2
0215-BQKGS,"Despite having OnlineSecurity and OnlineBackup services, I still experienced a security breach, which makes me question the effectiveness of these services.",3
0215-BQKGS,"I have noticed unexplained fluctuations in my monthly charges, and I would like a detailed breakdown of the charges to understand why this is happening.",4
0215-BQKGS,"The lack of TechSupport as part of my package is frustrating, especially when I encounter technical issues. I would expect better support for the amount I am paying.",5
2868-MZAGQ,"The streaming movies service I signed up for constantly buffers and has poor video quality, making it impossible to enjoy.",1
2868-MZAGQ,"I contacted customer support about the streaming issue, but they were unhelpful and didn't provide a resolution.",2
6110-OHIHY,"The streaming TV service frequently buffers and interrupts my viewing experience, even though I am paying a high monthly fee for fiber optic internet. This issue has made it impossible to enjoy the service.",1
0206-TBWLC,"The streaming services for TV and movies frequently buffer, even though I’m paying for high-speed fiber optic internet. It's frustrating to deal with interruptions while trying to watch shows.",1
0206-TBWLC,The monthly charges for my plan seem excessively high compared to what others are paying for similar services. I would like a review of my billing to ensure I'm not being overcharged.,2
0206-TBWLC,"Despite having tech support included in my plan, it takes an unreasonable amount of time to get through to a representative when I need help. This level of service is unacceptable.",3
3723-BFBGR,"I am frustrated with the lack of tech support availability. As a senior citizen, I find it challenging to troubleshoot issues on my own, and not having access to tech support makes resolving problems with my internet and phone services very difficult.",1
0193-ESZXP,"The internet service has been inconsistent, with frequent outages and buffering issues while streaming TV and movies. Despite paying a premium monthly rate, the quality of service has not met expectations, and customer support has been unhelpful in resolving these issues.",1
2082-OJVTK,"The internet service has been consistently unreliable, with frequent outages and slow speeds, making it difficult to stream movies or complete important online tasks. Despite multiple calls to customer support, the issue remains unresolved.",1
7831-QGOXH,"The streaming TV service frequently buffers and is not providing the quality I expected despite paying a high monthly charge. This has been a recurring issue, and I am very disappointed that it hasn’t been resolved.",1
9851-QXEEQ,"The internet service has been consistently unreliable, with frequent outages and slow speeds despite being on a fiber optic plan. This has made it difficult to use streaming services I pay for, like StreamingTV and StreamingMovies. Attempts to reach support for help have been unhelpful, and as a result, I've decided to cancel my service.",1
6861-XWTWQ,"The internet speed is consistently slower than advertised, especially while streaming TV and movies. Despite paying a high monthly fee, I'm not getting the quality of service I expected.",1
2430-USGXP,"The streaming services for TV and movies frequently buffer or fail to load altogether, despite having a fiber optic internet connection. This has been a consistent issue for months.",1
2430-USGXP,"When I reached out to customer support about the streaming problems, I was told there was no issue on your end, but the problem persists. The lack of tech support in my plan means I can't get proper assistance, which is frustrating.",2
2430-USGXP,"My monthly charges are too high for the quality of service I am receiving. I feel like I am paying a premium price for subpar performance, and I would like this addressed.",3
3336-JORSO,"The internet has been unreliable despite paying a high monthly fee. Streaming services frequently buffer, and the connection drops during important moments. This has been ongoing for months, and customer support hasn't provided a lasting solution.",1
1085-LDWAM,"I am frustrated with the lack of internet service options available to me. As a long-term customer, I expect better service offerings, and it feels unfair that I'm unable to access internet-related features that could benefit my family.",1
7647-GYYKX,"I'm frustrated that despite being a loyal customer for over four years, there are no internet service options offered to me. I feel left out compared to other customers who can access bundled services.",1
7647-GYYKX,"I've noticed that my monthly charges have remained the same over the years, but I don't see any improvements or added benefits to my phone service.",2
7647-GYYKX,"The lack of internet service means I can't take advantage of features like online security or tech support, which feels unfair given how common these services are nowadays.",3
7647-GYYKX,I find it inconvenient that I'm forced to rely solely on phone service when other providers in the area offer comprehensive packages including internet and streaming options.,4
3096-IZETN,"The streaming movies service frequently buffers, making it impossible to watch anything without interruptions. This has been an ongoing issue, and I expect a resolution soon.",1
3096-IZETN,"I reached out to your customer support about the streaming issue and received no proper assistance. Instead, I was told to restart my router, which didn't fix the problem.",2
1360-JYXKQ,"The internet speed has been inconsistent lately, which is frustrating since I rely on a stable connection for streaming TV and movies.",1
1360-JYXKQ,"I noticed that my monthly charges are quite high compared to what I expected, and I would like a detailed breakdown to understand why.",2
1360-JYXKQ,"Despite having device protection and tech support, it took a long time to resolve a recent issue with my equipment, which was very inconvenient.",3
7493-TPUWZ,"The internet speed with the fiber optic service has been extremely slow and inconsistent, making it difficult to use basic online services. I expected better performance for the price I'm paying.",1
1591-XWLGB,"I have been a loyal customer for years, but I am frustrated that there are no options to add internet service to my plan. It feels like I am stuck with limited services despite being on a two-year contract.",1
6674-KVJHG,"I've been experiencing issues with my phone service, including dropped calls and poor call quality. This has been an ongoing problem, and I would like it resolved as soon as possible.",1
7314-OXENN,"The internet service has been extremely unreliable with frequent outages, making it difficult to use the online backup feature I signed up for. Despite reaching out for assistance, no resolution has been provided.",1
4578-PHJYZ,"The streaming TV service frequently buffers or crashes, making it difficult to enjoy watching shows. Despite having tech support, the issue has not been resolved after several attempts.",1
9351-HXDMR,"Despite being a loyal customer for 6 years, I consistently experience interruptions while streaming TV and movies. This is frustrating, especially considering the premium price I am paying for fiber optic internet. Please address this issue immediately.",1
8932-CZHRQ,"I have been a loyal customer for several years, but I am frustrated that tech support is not included in my plan. When I encounter issues with my streaming movies or internet service, I have no one to assist me, which is very inconvenient given the amount I pay monthly.",1
